Subject,Trial,Action,Covered1,Covered2,Warning,Outcome
140,20,0, 2,1, 2,5
140,20,0, 2,1, 1,5
140,20,3, 2,1, 1,5
140,20,3, 2,1, 1,5
140,20,3, 2,1, 1,5
140,20,3, 2,1, 1,10
140,21,2, 3,1, 2,5
140,21,0, 3,1, 0,5
140,21,-1, 3,1, 0,0
140,21,-1, 3,1, 0,10
140,22,0, 1,3, 2,5
140,22,2, 1,3, 1,5
140,22,0, 1,3, 1,5
140,22,-1, 1,3, 1,0
140,22,-1, 1,3, 1,0
140,23,-1, 0,3, 2,0
140,23,-1, 0,3, 0,0
140,24,2, 1,0, 2,5
140,24,0, 1,0, 0,-5
140,24,3, 1,0, 1,5
140,24,0, 1,0, 0,-10
140,24,2, 1,0, 1,5
140,24,2, 1,0, 0,-10
140,25,1, 0,1, 2,-5
140,25,-1, 0,1, 0,0
140,25,-1, 0,1, 1,-10
140,26,2, 0,3, 2,5
140,26,3, 0,3, 0,-5
140,26,0, 0,3, 1,-10
140,26,0, 0,3, 1,-15
140,26,3, 0,3, 1,-20
140,26,3, 0,3, 1,0
140,27,3, 1,0, 2,5
140,27,1, 1,0, 1,-5
140,27,-1, 1,0, 0,0
140,27,-1, 1,0, 1,10
140,28,-1, 1,3, 2,0
140,28,-1, 1,3, 0,-10
140,29,3, 1,3, 2,-5
140,29,-1, 1,3, 0,0
140,29,-1, 1,3, 1,10
140,30,0, 1,2, 2,5
140,30,2, 1,2, 0,-5
140,30,2, 1,2, 1,-10
140,30,2, 1,2, 1,-15
140,30,2, 1,2, 1,-20
140,30,2, 1,2, 1,0
141,1,2, 2,0, 2,-5
141,1,3, 2,0, 0,5
141,1,1, 2,0, 1,5
141,1,3, 2,0, 1,5
141,1,1, 2,0, 1,5
141,1,1, 2,0, 1,10
141,2,-1, 3,1, 2,0
141,2,-1, 3,1, 1,0
141,3,0, 2,3, 2,5
141,3,0, 2,3, 1,5
141,3,0, 2,3, 1,5
141,3,2, 2,3, 1,-5
141,3,-1, 2,3, 0,0
141,3,-1, 2,3, 1,-10
141,4,3, 2,1, 2,5
141,4,0, 2,1, 0,5
141,4,0, 2,1, 0,5
141,4,0, 2,1, 0,5
141,4,0, 2,1, 0,5
141,4,0, 2,1, 0,10
141,5,1, 1,2, 2,-5
141,5,2, 1,2, 0,-10
141,5,2, 1,2, 0,-15
141,5,2, 1,2, 0,-20
141,5,2, 1,2, 0,-25
141,5,2, 1,2, 0,-10
141,6,0, 3,0, 2,-5
141,6,-1, 3,0, 1,0
141,6,-1, 3,0, 0,10
141,7,3, 1,3, 2,-5
141,7,1, 1,3, 1,-10
141,7,0, 1,3, 1,5
141,7,3, 1,3, 0,-15
141,7,3, 1,3, 1,-20
141,7,3, 1,3, 1,10
141,8,-1, 2,0, 2,0
141,8,-1, 2,0, 1,-10
141,9,1, 3,0, 2,5
141,9,-1, 3,0, 1,0
141,9,-1, 3,0, 1,10
141,10,2, 1,0, 2,5
141,10,-1, 1,0, 1,0
141,10,-1, 1,0, 1,0
141,11,0, 3,0, 2,-5
141,11,1, 3,0, 0,5
141,11,2, 3,0, 1,5
141,11,1, 3,0, 1,5
141,11,2, 3,0, 1,5
141,11,2, 3,0, 1,10
141,12,2, 2,3, 2,-5
141,12,-1, 2,3, 0,0
141,12,-1, 2,3, 1,-10
141,13,1, 2,3, 2,5
141,13,0, 2,3, 0,5
141,13,1, 2,3, 0,5
141,13,1, 2,3, 0,5
141,13,1, 2,3, 0,5
141,13,1, 2,3, 0,10
141,14,3, 0,3, 2,-5
141,14,0, 0,3, 1,-10
141,14,2, 0,3, 1,5
141,14,3, 0,3, 0,-15
141,14,2, 0,3, 1,5
141,14,2, 0,3, 0,-10
141,15,2, 0,3, 2,5
141,15,1, 0,3, 0,5
141,15,1, 0,3, 0,5
141,15,0, 0,3, 0,-5
141,15,-1, 0,3, 1,0
141,15,-1, 0,3, 0,10
141,16,0, 2,1, 2,5
141,16,1, 2,1, 1,-5
141,16,-1, 2,1, 0,0
141,16,-1, 2,1, 1,0
141,17,-1, 2,1, 2,0
141,17,-1, 2,1, 0,-10
141,18,2, 3,2, 2,-5
141,18,-1, 3,2, 0,0
141,18,-1, 3,2, 1,10
141,19,3, 2,1, 2,5
141,19,-1, 2,1, 0,0
141,19,-1, 2,1, 0,10
141,20,1, 1,2, 2,-5
141,20,0, 1,2, 0,5
141,20,2, 1,2, 1,-10
141,20,0, 1,2, 0,5
141,20,3, 1,2, 1,5
141,20,3, 1,2, 1,-10
141,21,-1, 0,3, 2,0
141,21,-1, 0,3, 1,-10
141,22,0, 0,3, 2,-5
141,22,0, 0,3, 0,-10
141,22,0, 0,3, 0,-15
141,22,3, 0,3, 0,-20
141,22,-1, 0,3, 0,0
141,22,-1, 0,3, 1,10
141,23,3, 1,2, 2,5
141,23,1, 1,2, 1,-5
141,23,1, 1,2, 0,-10
141,23,1, 1,2, 0,-15
141,23,1, 1,2, 0,-20
141,23,1, 1,2, 0,-10
141,24,1, 1,0, 2,-5
141,24,0, 1,0, 0,-10
141,24,-1, 1,0, 0,0
141,24,-1, 1,0, 1,0
141,25,-1, 2,0, 2,0
141,25,-1, 2,0, 0,0
141,26,3, 2,1, 2,5
141,26,-1, 2,1, 0,0
141,26,-1, 2,1, 0,0
141,27,2, 3,1, 2,5
141,27,0, 3,1, 1,5
141,27,3, 3,1, 1,-5
141,27,-1, 3,1, 0,0
141,27,-1, 3,1, 1,10
141,28,3, 3,0, 2,-5
141,28,-1, 3,0, 0,0
141,28,-1, 3,0, 1,10
141,29,3, 2,0, 2,5
141,29,0, 2,0, 0,-5
141,29,0, 2,0, 1,-10
141,29,0, 2,0, 1,-15
141,29,1, 2,0, 1,5
141,29,1, 2,0, 0,0
141,30,0, 0,3, 2,-5
141,30,-1, 0,3, 0,0
141,30,-1, 0,3, 1,10
142,1,-1, 2,1, 2,0
142,1,-1, 2,1, 1,10
142,2,0, 3,0, 2,-5
142,2,3, 3,0, 0,-10
142,2,3, 3,0, 0,-15
142,2,3, 3,0, 0,-20
142,2,3, 3,0, 0,-25
142,2,3, 3,0, 0,10
142,3,2, 1,3, 2,5
142,3,1, 1,3, 1,-5
142,3,-1, 1,3, 0,0
142,3,-1, 1,3, 1,0
142,4,1, 0,3, 2,5
142,4,0, 0,3, 0,-5
142,4,0, 0,3, 1,-10
142,4,2, 0,3, 1,5
142,4,1, 0,3, 0,5
142,4,1, 0,3, 0,10
142,5,3, 2,0, 2,5
142,5,2, 2,0, 0,-5
142,5,3, 2,0, 1,5
142,5,2, 2,0, 0,-10
142,5,3, 2,0, 1,5
142,5,3, 2,0, 0,-10
142,6,2, 3,2, 2,-5
142,6,2, 3,2, 1,-10
142,6,2, 3,2, 1,-15
142,6,2, 3,2, 1,-20
142,6,-1, 3,2, 1,0
142,6,-1, 3,2, 0,0
142,7,0, 0,2, 2,-5
142,7,0, 0,2, 0,-10
142,7,0, 0,2, 0,-15
142,7,0, 0,2, 0,-20
142,7,0, 0,2, 0,-25
142,7,0, 0,2, 0,-10
142,8,-1, 2,0, 2,0
142,8,-1, 2,0, 1,10
142,9,1, 2,0, 2,5
142,9,1, 2,0, 0,5
142,9,1, 2,0, 0,5
142,9,1, 2,0, 0,5
142,9,-1, 2,0, 0,0
142,9,-1, 2,0, 0,10
142,10,3, 2,3, 2,-5
142,10,1, 2,3, 0,5
142,10,0, 2,3, 1,5
142,10,1, 2,3, 1,5
142,10,0, 2,3, 1,5
142,10,0, 2,3, 1,10
142,11,-1, 1,0, 2,0
142,11,-1, 1,0, 0,0
142,12,0, 3,2, 2,5
142,12,0, 3,2, 1,5
142,12,-1, 3,2, 1,0
142,12,-1, 3,2, 1,-10
142,13,2, 3,1, 2,5
142,13,2, 3,1, 0,5
142,13,1, 3,1, 0,-5
142,13,1, 3,1, 1,-10
142,13,2, 3,1, 1,5
142,13,2, 3,1, 0,-10
142,14,-1, 1,0, 2,0
142,14,-1, 1,0, 0,0
142,15,1, 0,2, 2,5
142,15,1, 0,2, 0,5
142,15,2, 0,2, 0,-5
142,15,3, 0,2, 1,5
142,15,-1, 0,2, 0,0
142,15,-1, 0,2, 0,0
142,16,0, 2,3, 2,5
142,16,1, 2,3, 1,5
142,16,0, 2,3, 1,5
142,16,0, 2,3, 1,5
142,16,0, 2,3, 1,5
142,16,0, 2,3, 1,10
142,17,2, 2,0, 2,-5
142,17,3, 2,0, 1,5
142,17,-1, 2,0, 0,0
142,17,-1, 2,0, 0,10
142,18,1, 2,0, 2,5
142,18,1, 2,0, 0,5
142,18,1, 2,0, 0,5
142,18,-1, 2,0, 0,0
142,18,-1, 2,0, 0,10
142,19,3, 3,1, 2,-5
142,19,-1, 3,1, 1,0
142,19,-1, 3,1, 0,-10
142,20,0, 1,2, 2,5
142,20,0, 1,2, 1,5
142,20,1, 1,2, 1,-5
142,20,2, 1,2, 0,-10
142,20,2, 1,2, 0,-15
142,20,2, 1,2, 0,-10
142,21,2, 1,3, 2,5
142,21,1, 1,3, 0,-5
142,21,-1, 1,3, 1,0
142,21,-1, 1,3, 0,-10
142,22,1, 2,3, 2,5
142,22,0, 2,3, 1,5
142,22,3, 2,3, 1,-5
142,22,-1, 2,3, 0,0
142,22,-1, 2,3, 1,-10
142,23,-1, 1,2, 2,0
142,23,-1, 1,2, 0,0
142,24,1, 2,1, 2,-5
142,24,1, 2,1, 0,-10
142,24,1, 2,1, 0,-15
142,24,-1, 2,1, 0,0
142,24,-1, 2,1, 1,10
142,25,2, 2,3, 2,-5
142,25,2, 2,3, 1,-10
142,25,0, 2,3, 1,5
142,25,-1, 2,3, 0,0
142,25,-1, 2,3, 0,0
142,26,-1, 3,1, 2,0
142,26,-1, 3,1, 1,0
142,27,2, 1,0, 2,5
142,27,0, 1,0, 1,-5
142,27,-1, 1,0, 0,0
142,27,-1, 1,0, 1,-10
142,28,3, 3,1, 2,-5
142,28,-1, 3,1, 0,0
142,28,-1, 3,1, 1,10
142,29,0, 2,0, 2,-5
142,29,0, 2,0, 1,-10
142,29,-1, 2,0, 1,0
142,29,-1, 2,0, 0,10
142,30,-1, 1,0, 2,0
142,30,-1, 1,0, 1,10
143,1,3, 2,0, 2,5
143,1,2, 2,0, 0,-5
143,1,-1, 2,0, 1,0
143,1,-1, 2,0, 0,10
143,2,1, 3,0, 2,5
143,2,1, 3,0, 1,5
143,2,1, 3,0, 1,5
143,2,3, 3,0, 1,-5
143,2,0, 3,0, 0,-10
143,2,0, 3,0, 0,10
143,3,2, 1,3, 2,5
143,3,2, 1,3, 1,5
143,3,0, 1,3, 1,5
143,3,0, 1,3, 1,5
143,3,2, 1,3, 1,5
143,3,2, 1,3, 1,10
143,4,-1, 3,0, 2,0
143,4,-1, 3,0, 1,0
143,5,0, 1,2, 2,5
143,5,-1, 1,2, 0,0
143,5,-1, 1,2, 0,0
143,6,3, 2,1, 2,5
143,6,3, 2,1, 1,5
143,6,3, 2,1, 1,5
143,6,3, 2,1, 1,5
143,6,3, 2,1, 1,5
143,6,3, 2,1, 1,10
143,7,1, 1,0, 2,-5
143,7,1, 1,0, 1,-10
143,7,-1, 1,0, 1,0
143,7,-1, 1,0, 0,-10
143,8,-1, 2,3, 2,0
143,8,-1, 2,3, 0,-10
143,9,0, 3,1, 2,5
143,9,0, 3,1, 1,5
143,9,0, 3,1, 1,5
143,9,0, 3,1, 1,5
143,9,0, 3,1, 1,5
143,9,0, 3,1, 1,10
143,10,2, 3,1, 2,5
143,10,0, 3,1, 0,5
143,10,0, 3,1, 0,5
143,10,3, 3,1, 0,-5
143,10,2, 3,1, 1,5
143,10,2, 3,1, 0,-10
143,11,-1, 0,1, 2,0
143,11,-1, 0,1, 1,0
143,12,3, 2,3, 2,-5
143,12,-1, 2,3, 0,0
143,12,-1, 2,3, 1,-10
143,13,0, 1,2, 2,5
143,13,1, 1,2, 0,-5
143,13,3, 1,2, 1,5
143,13,1, 1,2, 0,-10
143,13,3, 1,2, 1,5
143,13,3, 1,2, 0,-10
143,14,2, 0,2, 2,-5
143,14,0, 0,2, 1,-10
143,14,1, 0,2, 1,5
143,14,0, 0,2, 0,-15
143,14,1, 0,2, 1,5
143,14,1, 0,2, 0,-10
143,15,1, 3,0, 2,5
143,15,-1, 3,0, 0,0
143,15,-1, 3,0, 0,0
143,16,0, 3,0, 2,-5
143,16,3, 3,0, 0,-10
143,16,3, 3,0, 0,-15
143,16,0, 3,0, 0,-20
143,16,3, 3,0, 0,-25
143,16,3, 3,0, 0,-10
143,17,-1, 2,1, 2,0
143,17,-1, 2,1, 1,-10
143,18,1, 2,1, 2,-5
143,18,-1, 2,1, 0,0
143,18,-1, 2,1, 1,0
143,19,0, 1,2, 2,5
143,19,-1, 1,2, 0,0
143,19,-1, 1,2, 0,0
143,20,3, 0,1, 2,5
143,20,1, 0,1, 1,-5
143,20,-1, 0,1, 0,0
143,20,-1, 0,1, 1,-10
143,21,-1, 0,1, 2,0
143,21,-1, 0,1, 1,10
143,22,2, 3,2, 2,-5
143,22,-1, 3,2, 0,0
143,22,-1, 3,2, 1,-10
143,23,0, 3,0, 2,-5
143,23,1, 3,0, 0,5
143,23,2, 3,0, 1,5
143,23,-1, 3,0, 1,0
143,23,-1, 3,0, 1,0
143,24,3, 3,0, 2,-5
143,24,0, 3,0, 0,-10
143,24,0, 3,0, 0,-15
143,24,1, 3,0, 0,5
143,24,0, 3,0, 1,-20
143,24,0, 3,0, 0,10
143,25,1, 2,1, 2,-5
143,25,3, 2,1, 1,5
143,25,2, 2,1, 0,-10
143,25,-1, 2,1, 1,0
143,25,-1, 2,1, 0,-10
143,26,2, 0,3, 2,5
143,26,2, 0,3, 0,5
143,26,-1, 0,3, 0,0
143,26,-1, 0,3, 0,0
143,27,0, 3,0, 2,-5
143,27,3, 3,0, 1,-10
143,27,3, 3,0, 1,-15
143,27,3, 3,0, 1,-20
143,27,1, 3,0, 1,5
143,27,1, 3,0, 0,10
143,28,3, 1,3, 2,-5
143,28,2, 1,3, 1,5
143,28,-1, 1,3, 0,0
143,28,-1, 1,3, 0,-10
143,29,0, 1,2, 2,5
143,29,2, 1,2, 0,-5
143,29,2, 1,2, 1,-10
143,29,2, 1,2, 1,-15
143,29,2, 1,2, 1,-20
143,29,2, 1,2, 1,-10
143,30,-1, 0,3, 2,0
143,30,-1, 0,3, 0,10
144,1,-1, 3,2, 2,0
144,1,-1, 3,2, 0,10
144,2,3, 3,1, 2,-5
144,2,-1, 3,1, 1,0
144,2,-1, 3,1, 0,10
144,3,0, 2,0, 2,-5
144,3,2, 2,0, 1,-10
144,3,3, 2,0, 1,5
144,3,-1, 2,0, 0,0
144,3,-1, 2,0, 0,10
144,4,1, 2,1, 2,-5
144,4,2, 2,1, 0,-10
144,4,2, 2,1, 0,-15
144,4,2, 2,1, 0,-20
144,4,2, 2,1, 0,-25
144,4,2, 2,1, 0,-10
144,5,2, 2,1, 2,-5
144,5,1, 2,1, 0,-10
144,5,3, 2,1, 0,5
144,5,0, 2,1, 1,5
144,5,0, 2,1, 1,5
144,5,0, 2,1, 1,10
144,6,0, 2,1, 2,5
144,6,1, 2,1, 1,-5
144,6,-1, 2,1, 0,0
144,6,-1, 2,1, 1,-10
144,7,-1, 1,0, 2,0
144,7,-1, 1,0, 0,-10
144,8,3, 1,0, 2,5
144,8,2, 1,0, 1,5
144,8,2, 1,0, 1,5
144,8,3, 1,0, 1,5
144,8,3, 1,0, 1,5
144,8,3, 1,0, 1,10
144,9,-1, 2,1, 2,0
144,9,-1, 2,1, 0,10
144,10,1, 2,0, 2,5
144,10,1, 2,0, 0,5
144,10,1, 2,0, 0,5
144,10,1, 2,0, 0,5
144,10,1, 2,0, 0,5
144,10,1, 2,0, 0,-10
144,11,3, 2,3, 2,-5
144,11,3, 2,3, 0,-10
144,11,0, 2,3, 0,5
144,11,-1, 2,3, 1,0
144,11,-1, 2,3, 1,-10
144,12,1, 3,2, 2,5
144,12,0, 3,2, 1,5
144,12,0, 3,2, 1,5
144,12,0, 3,2, 1,5
144,12,0, 3,2, 1,5
144,12,0, 3,2, 1,0
144,13,0, 3,0, 2,-5
144,13,1, 3,0, 0,5
144,13,0, 3,0, 1,-10
144,13,3, 3,0, 0,-15
144,13,3, 3,0, 0,-20
144,13,3, 3,0, 0,-10
144,14,2, 0,3, 2,5
144,14,-1, 0,3, 0,0
144,14,-1, 0,3, 0,0
144,15,-1, 2,1, 2,0
144,15,-1, 2,1, 0,-10
144,16,-1, 1,3, 2,0
144,16,-1, 1,3, 1,10
144,17,2, 0,2, 2,-5
144,17,2, 0,2, 1,-10
144,17,-1, 0,2, 1,0
144,17,-1, 0,2, 0,0
144,18,1, 2,0, 2,5
144,18,1, 2,0, 1,5
144,18,-1, 2,0, 1,0
144,18,-1, 2,0, 1,10
144,19,0, 0,2, 2,-5
144,19,0, 0,2, 0,-10
144,19,1, 0,2, 0,5
144,19,3, 0,2, 1,5
144,19,3, 0,2, 1,5
144,19,3, 0,2, 1,10
144,20,1, 1,0, 2,-5
144,20,1, 1,0, 0,-10
144,20,2, 1,0, 0,5
144,20,2, 1,0, 1,5
144,20,1, 1,0, 1,-15
144,20,1, 1,0, 0,-10
144,21,3, 0,3, 2,-5
144,21,0, 0,3, 1,-10
144,21,3, 0,3, 1,-15
144,21,3, 0,3, 1,-20
144,21,3, 0,3, 1,-25
144,21,3, 0,3, 1,-10
144,22,2, 2,0, 2,-5
144,22,0, 2,0, 0,-10
144,22,-1, 2,0, 0,0
144,22,-1, 2,0, 1,-10
144,23,-1, 2,3, 2,0
144,23,-1, 2,3, 0,0
144,24,3, 1,0, 2,5
144,24,1, 1,0, 0,-5
144,24,2, 1,0, 1,5
144,24,0, 1,0, 0,-10
144,24,2, 1,0, 1,5
144,24,2, 1,0, 0,-10
144,25,0, 0,2, 2,-5
144,25,2, 0,2, 1,-10
144,25,-1, 0,2, 1,0
144,25,-1, 0,2, 0,0
144,26,2, 2,3, 2,-5
144,26,-1, 2,3, 0,0
144,26,-1, 2,3, 1,10
144,27,1, 1,3, 2,-5
144,27,1, 1,3, 1,-10
144,27,1, 1,3, 1,-15
144,27,-1, 1,3, 1,0
144,27,-1, 1,3, 0,0
144,28,3, 0,2, 2,5
144,28,0, 0,2, 1,-5
144,28,3, 0,2, 0,5
144,28,-1, 0,2, 1,0
144,28,-1, 0,2, 1,0
144,29,-1, 1,0, 2,0
144,29,-1, 1,0, 0,10
144,30,-1, 2,3, 2,0
144,30,-1, 2,3, 1,10
145,1,2, 0,1, 2,5
145,1,-1, 0,1, 0,0
145,1,-1, 0,1, 0,-10
145,2,-1, 0,3, 2,0
145,2,-1, 0,3, 1,0
145,3,0, 0,1, 2,-5
145,3,2, 0,1, 0,5
145,3,3, 0,1, 1,5
145,3,2, 0,1, 1,5
145,3,3, 0,1, 1,5
145,3,3, 0,1, 1,-10
145,4,3, 0,3, 2,-5
145,4,0, 0,3, 1,-10
145,4,0, 0,3, 1,-15
145,4,0, 0,3, 1,-20
145,4,0, 0,3, 1,-25
145,4,0, 0,3, 1,-10
145,5,1, 1,0, 2,-5
145,5,-1, 1,0, 1,0
145,5,-1, 1,0, 0,10
145,6,3, 0,1, 2,5
145,6,2, 0,1, 1,5
145,6,2, 0,1, 1,5
145,6,2, 0,1, 1,5
145,6,2, 0,1, 1,5
145,6,2, 0,1, 1,10
145,7,2, 3,2, 2,-5
145,7,0, 3,2, 0,5
145,7,3, 3,2, 1,-10
145,7,0, 3,2, 0,5
145,7,1, 3,2, 1,5
145,7,1, 3,2, 1,-10
145,8,0, 1,0, 2,-5
145,8,2, 1,0, 0,5
145,8,-1, 1,0, 1,0
145,8,-1, 1,0, 1,0
145,9,1, 0,1, 2,-5
145,9,1, 0,1, 0,-10
145,9,1, 0,1, 0,-15
145,9,3, 0,1, 0,5
145,9,2, 0,1, 1,5
145,9,2, 0,1, 1,-10
145,10,-1, 2,0, 2,0
145,10,-1, 2,0, 1,0
145,11,2, 0,3, 2,5
145,11,-1, 0,3, 0,0
145,11,-1, 0,3, 0,0
145,12,3, 0,3, 2,-5
145,12,2, 0,3, 0,5
145,12,2, 0,3, 1,5
145,12,2, 0,3, 1,5
145,12,2, 0,3, 1,5
145,12,2, 0,3, 1,10
145,13,1, 3,1, 2,-5
145,13,3, 3,1, 1,-10
145,13,3, 3,1, 1,-15
145,13,-1, 3,1, 1,0
145,13,-1, 3,1, 0,-10
145,14,-1, 0,3, 2,0
145,14,-1, 0,3, 1,0
145,15,2, 0,1, 2,5
145,15,-1, 0,1, 0,0
145,15,-1, 0,1, 0,-10
145,16,0, 0,1, 2,-5
145,16,2, 0,1, 0,5
145,16,2, 0,1, 1,5
145,16,2, 0,1, 1,5
145,16,1, 0,1, 1,-10
145,16,1, 0,1, 0,10
145,17,2, 3,0, 2,5
145,17,2, 3,0, 0,5
145,17,2, 3,0, 0,5
145,17,2, 3,0, 0,5
145,17,2, 3,0, 0,5
145,17,2, 3,0, 0,10
145,18,-1, 1,0, 2,0
145,18,-1, 1,0, 0,10
145,19,0, 1,3, 2,5
145,19,0, 1,3, 0,5
145,19,2, 1,3, 0,5
145,19,-1, 1,3, 0,0
145,19,-1, 1,3, 0,0
145,20,3, 3,2, 2,-5
145,20,2, 3,2, 1,-10
145,20,2, 3,2, 1,-15
145,20,2, 3,2, 1,-20
145,20,1, 3,2, 1,5
145,20,1, 3,2, 0,-10
145,21,2, 0,2, 2,-5
145,21,-1, 0,2, 1,0
145,21,-1, 0,2, 0,-10
145,22,-1, 0,2, 2,0
145,22,-1, 0,2, 0,10
145,23,1, 0,1, 2,-5
145,23,-1, 0,1, 1,0
145,23,-1, 0,1, 0,10
145,24,-1, 1,2, 2,0
145,24,-1, 1,2, 1,10
145,25,3, 3,1, 2,-5
145,25,-1, 3,1, 1,0
145,25,-1, 3,1, 0,10
145,26,0, 3,1, 2,5
145,26,-1, 3,1, 0,0
145,26,-1, 3,1, 0,-10
145,27,2, 2,0, 2,-5
145,27,3, 2,0, 1,5
145,27,3, 2,0, 0,5
145,27,0, 2,0, 0,-10
145,27,3, 2,0, 1,5
145,27,3, 2,0, 0,-10
145,28,2, 1,3, 2,5
145,28,1, 1,3, 1,-5
145,28,2, 1,3, 0,5
145,28,1, 1,3, 1,-10
145,28,2, 1,3, 0,5
145,28,2, 1,3, 1,-10
145,29,-1, 2,0, 2,0
145,29,-1, 2,0, 1,10
145,30,0, 2,1, 2,5
145,30,3, 2,1, 1,5
145,30,3, 2,1, 1,5
145,30,3, 2,1, 1,5
145,30,3, 2,1, 1,5
145,30,3, 2,1, 1,10
146,1,0, 1,0, 2,-5
146,1,-1, 1,0, 0,0
146,1,-1, 1,0, 1,0
146,2,3, 0,1, 2,5
146,2,3, 0,1, 1,5
146,2,0, 0,1, 1,-5
146,2,0, 0,1, 0,-10
146,2,3, 0,1, 0,5
146,2,3, 0,1, 1,-10
146,3,-1, 1,0, 2,0
146,3,-1, 1,0, 1,10
146,4,2, 2,3, 2,-5
146,4,2, 2,3, 1,-10
146,4,3, 2,3, 1,-15
146,4,3, 2,3, 1,-20
146,4,3, 2,3, 1,-25
146,4,3, 2,3, 1,-10
146,5,1, 1,2, 2,-5
146,5,2, 1,2, 0,-10
146,5,1, 1,2, 0,-15
146,5,2, 1,2, 0,-20
146,5,2, 1,2, 0,-25
146,5,2, 1,2, 0,-10
146,6,3, 3,0, 2,-5
146,6,-1, 3,0, 0,0
146,6,-1, 3,0, 1,-10
146,7,3, 1,3, 2,-5
146,7,3, 1,3, 0,-10
146,7,0, 1,3, 0,5
146,7,-1, 1,3, 1,0
146,7,-1, 1,3, 1,10
146,8,-1, 1,0, 2,0
146,8,-1, 1,0, 1,0
146,9,2, 2,1, 2,-5
146,9,1, 2,1, 1,-10
146,9,1, 2,1, 1,-15
146,9,1, 2,1, 1,-20
146,9,1, 2,1, 1,-25
146,9,1, 2,1, 1,-10
146,10,0, 3,1, 2,5
146,10,-1, 3,1, 0,0
146,10,-1, 3,1, 0,-10
146,11,-1, 1,0, 2,0
146,11,-1, 1,0, 0,-10
146,12,3, 2,0, 2,5
146,12,-1, 2,0, 0,0
146,12,-1, 2,0, 0,-10
146,13,1, 1,2, 2,-5
146,13,-1, 1,2, 0,0
146,13,-1, 1,2, 1,0
146,14,2, 3,0, 2,5
146,14,-1, 3,0, 0,0
146,14,-1, 3,0, 0,-10
146,15,0, 3,0, 2,-5
146,15,0, 3,0, 0,-10
146,15,1, 3,0, 0,5
146,15,0, 3,0, 1,-15
146,15,0, 3,0, 0,-20
146,15,0, 3,0, 0,10
146,16,0, 2,1, 2,5
146,16,2, 2,1, 1,-5
146,16,1, 2,1, 0,-10
146,16,-1, 2,1, 0,0
146,16,-1, 2,1, 1,0
146,17,1, 0,3, 2,5
146,17,2, 0,3, 1,5
146,17,2, 0,3, 1,5
146,17,2, 0,3, 1,5
146,17,2, 0,3, 1,5
146,17,2, 0,3, 1,10
146,18,3, 2,0, 2,5
146,18,2, 2,0, 1,-5
146,18,1, 2,0, 0,5
146,18,-1, 2,0, 1,0
146,18,-1, 2,0, 1,-10
146,19,-1, 2,0, 2,0
146,19,-1, 2,0, 0,10
146,20,1, 1,2, 2,-5
146,20,3, 1,2, 0,5
146,20,3, 1,2, 1,5
146,20,3, 1,2, 1,5
146,20,-1, 1,2, 1,0
146,20,-1, 1,2, 1,10
146,21,0, 2,0, 2,-5
146,21,-1, 2,0, 0,0
146,21,-1, 2,0, 1,10
146,22,2, 3,2, 2,-5
146,22,3, 3,2, 1,-10
146,22,-1, 3,2, 1,0
146,22,-1, 3,2, 0,10
146,23,-1, 2,1, 2,0
146,23,-1, 2,1, 1,10
146,24,3, 2,0, 2,5
146,24,2, 2,0, 0,-5
146,24,0, 2,0, 1,-10
146,24,0, 2,0, 1,-15
146,24,-1, 2,0, 1,0
146,24,-1, 2,0, 0,10
146,25,-1, 3,2, 2,0
146,25,-1, 3,2, 1,10
146,26,2, 3,1, 2,5
146,26,1, 3,1, 0,-5
146,26,-1, 3,1, 1,0
146,26,-1, 3,1, 0,-10
146,27,1, 3,1, 2,-5
146,27,-1, 3,1, 0,0
146,27,-1, 3,1, 1,10
146,28,3, 2,0, 2,5
146,28,3, 2,0, 0,5
146,28,3, 2,0, 0,5
146,28,3, 2,0, 0,5
146,28,3, 2,0, 0,5
146,28,3, 2,0, 0,10
146,29,3, 3,0, 2,-5
146,29,0, 3,0, 1,-10
146,29,2, 3,0, 1,5
146,29,-1, 3,0, 0,0
146,29,-1, 3,0, 0,-10
146,30,3, 2,0, 2,5
146,30,3, 2,0, 0,5
146,30,1, 2,0, 0,5
146,30,3, 2,0, 0,5
146,30,3, 2,0, 0,5
146,30,3, 2,0, 0,-10
147,1,3, 3,2, 2,-5
147,1,0, 3,2, 1,5
147,1,2, 3,2, 0,-10
147,1,0, 3,2, 1,5
147,1,1, 3,2, 0,5
147,1,1, 3,2, 0,-10
147,2,1, 1,3, 2,-5
147,2,1, 1,3, 1,-10
147,2,1, 1,3, 1,-15
147,2,1, 1,3, 1,-20
147,2,2, 1,3, 1,5
147,2,2, 1,3, 0,10
147,3,0, 1,2, 2,5
147,3,-1, 1,2, 1,0
147,3,-1, 1,2, 1,0
147,4,-1, 1,3, 2,0
147,4,-1, 1,3, 1,-10
147,5,2, 0,1, 2,5
147,5,-1, 0,1, 0,0
147,5,-1, 0,1, 0,0
147,6,0, 2,1, 2,5
147,6,3, 2,1, 0,5
147,6,0, 2,1, 0,5
147,6,2, 2,1, 0,-5
147,6,2, 2,1, 1,-10
147,6,2, 2,1, 1,0
147,7,2, 1,0, 2,5
147,7,1, 1,0, 0,-5
147,7,0, 1,0, 1,-10
147,7,0, 1,0, 1,-15
147,7,0, 1,0, 1,-20
147,7,0, 1,0, 1,-10
