Subject,Trial,Action,Covered1,Covered2,Warning,Outcome
1,1,3, 1,2, 2,5
1,1,0, 1,2, 0,5
1,1,0, 1,2, 0,5
1,1,0, 1,2, 0,5
1,1,0, 1,2, 0,5
1,1,0, 1,2, 0,10
1,2,0, 2,3, 2,5
1,2,1, 2,3, 1,5
1,2,3, 2,3, 1,-5
1,2,3, 2,3, 0,-10
1,2,2, 2,3, 0,-15
1,2,2, 2,3, 0,10
1,3,1, 1,3, 2,-5
1,3,2, 1,3, 1,5
1,3,-1, 1,3, 0,0
1,3,-1, 1,3, 0,0
1,4,2, 0,2, 2,-5
1,4,3, 0,2, 0,5
1,4,0, 0,2, 1,-10
1,4,1, 0,2, 0,5
1,4,-1, 0,2, 1,0
1,4,-1, 0,2, 1,-10
1,5,-1, 0,2, 2,0
1,5,-1, 0,2, 0,10
1,6,2, 2,0, 2,-5
1,6,1, 2,0, 0,5
1,6,1, 2,0, 1,5
1,6,2, 2,0, 1,-10
1,6,-1, 2,0, 0,0
1,6,-1, 2,0, 1,-10
1,7,3, 1,3, 2,-5
1,7,-1, 1,3, 1,0
1,7,-1, 1,3, 0,-10
1,8,0, 3,0, 2,-5
1,8,3, 3,0, 1,-10
1,8,3, 3,0, 1,-15
1,8,1, 3,0, 1,5
1,8,3, 3,0, 0,-20
1,8,3, 3,0, 1,-10
1,9,-1, 0,1, 2,0
1,9,-1, 0,1, 0,0
1,10,0, 2,0, 2,-5
1,10,-1, 2,0, 1,0
1,10,-1, 2,0, 0,-10
1,11,1, 3,2, 2,5
1,11,0, 3,2, 0,5
1,11,1, 3,2, 0,5
1,11,0, 3,2, 0,5
1,11,0, 3,2, 0,5
1,11,0, 3,2, 0,10
1,12,3, 3,2, 2,-5
1,12,1, 3,2, 1,5
1,12,1, 3,2, 0,5
1,12,3, 3,2, 0,-10
1,12,1, 3,2, 1,5
1,12,1, 3,2, 0,10
1,13,1, 1,2, 2,-5
1,13,1, 1,2, 0,-10
1,13,1, 1,2, 0,-15
1,13,0, 1,2, 0,5
1,13,-1, 1,2, 1,0
1,13,-1, 1,2, 1,0
1,14,-1, 3,0, 2,0
1,14,-1, 3,0, 0,-10
1,15,0, 3,1, 2,5
1,15,-1, 3,1, 0,0
1,15,-1, 3,1, 0,0
1,16,2, 1,3, 2,5
1,16,1, 1,3, 1,-5
1,16,-1, 1,3, 0,0
1,16,-1, 1,3, 1,-10
1,17,1, 0,3, 2,5
1,17,0, 0,3, 1,-5
1,17,1, 0,3, 0,5
1,17,0, 0,3, 1,-10
1,17,0, 0,3, 0,-15
1,17,0, 0,3, 0,10
1,18,2, 0,3, 2,5
1,18,2, 0,3, 1,5
1,18,2, 0,3, 1,5
1,18,2, 0,3, 1,5
1,18,2, 0,3, 1,5
1,18,2, 0,3, 1,10
1,19,3, 3,2, 2,-5
1,19,1, 3,2, 0,5
1,19,-1, 3,2, 1,0
1,19,-1, 3,2, 1,0
1,20,0, 1,2, 2,5
1,20,2, 1,2, 1,-5
1,20,-1, 1,2, 0,0
1,20,-1, 1,2, 1,10
1,21,-1, 0,1, 2,0
1,21,-1, 0,1, 0,10
1,22,2, 2,0, 2,-5
1,22,0, 2,0, 0,-10
1,22,-1, 2,0, 0,0
1,22,-1, 2,0, 1,10
1,23,0, 3,0, 2,-5
1,23,1, 3,0, 1,5
1,23,2, 3,0, 0,5
1,23,2, 3,0, 0,5
1,23,2, 3,0, 0,5
1,23,2, 3,0, 0,10
1,24,2, 2,1, 2,-5
1,24,-1, 2,1, 1,0
1,24,-1, 2,1, 0,-10
1,25,3, 3,1, 2,-5
1,25,-1, 3,1, 1,0
1,25,-1, 3,1, 0,-10
1,26,1, 3,2, 2,5
1,26,2, 3,2, 1,-5
1,26,-1, 3,2, 0,0
1,26,-1, 3,2, 1,10
1,27,3, 2,0, 2,5
1,27,1, 2,0, 0,5
1,27,-1, 2,0, 0,0
1,27,-1, 2,0, 0,10
1,28,3, 1,0, 2,5
1,28,1, 1,0, 0,-5
1,28,3, 1,0, 1,5
1,28,-1, 1,0, 0,0
1,28,-1, 1,0, 0,0
1,29,-1, 0,3, 2,0
1,29,-1, 0,3, 1,10
1,30,1, 0,3, 2,5
1,30,3, 0,3, 1,-5
1,30,-1, 0,3, 0,0
1,30,-1, 0,3, 1,-10
2,1,0, 1,2, 2,5
2,1,-1, 1,2, 1,0
2,1,-1, 1,2, 1,0
2,2,3, 3,1, 2,-5
2,2,0, 3,1, 1,5
2,2,2, 3,1, 0,5
2,2,2, 3,1, 0,5
2,2,2, 3,1, 0,5
2,2,2, 3,1, 0,10
2,3,1, 0,3, 2,5
2,3,0, 0,3, 0,-5
2,3,3, 0,3, 1,-10
2,3,2, 0,3, 1,5
2,3,0, 0,3, 0,-15
2,3,0, 0,3, 1,10
2,4,-1, 0,2, 2,0
2,4,-1, 0,2, 1,10
2,5,2, 2,0, 2,-5
2,5,-1, 2,0, 0,0
2,5,-1, 2,0, 1,10
2,6,0, 2,3, 2,5
2,6,0, 2,3, 1,5
2,6,-1, 2,3, 1,0
2,6,-1, 2,3, 1,10
2,7,3, 2,3, 2,-5
2,7,3, 2,3, 0,-10
2,7,3, 2,3, 0,-15
2,7,1, 2,3, 0,5
2,7,2, 2,3, 1,-20
2,7,2, 2,3, 0,-10
2,8,0, 1,2, 2,5
2,8,-1, 1,2, 1,0
2,8,-1, 1,2, 1,10
2,9,2, 3,0, 2,5
2,9,1, 3,0, 1,5
2,9,1, 3,0, 1,5
2,9,1, 3,0, 1,5
2,9,1, 3,0, 1,5
2,9,1, 3,0, 1,10
2,10,-1, 0,2, 2,0
2,10,-1, 0,2, 0,0
2,11,1, 0,1, 2,-5
2,11,0, 0,1, 1,-10
2,11,3, 0,1, 1,5
2,11,1, 0,1, 0,-15
2,11,0, 0,1, 1,-20
2,11,0, 0,1, 1,10
2,12,1, 0,3, 2,5
2,12,-1, 0,3, 0,0
2,12,-1, 0,3, 0,0
2,13,-1, 2,0, 2,0
2,13,-1, 2,0, 0,-10
2,14,2, 1,0, 2,5
2,14,3, 1,0, 1,5
2,14,3, 1,0, 1,5
2,14,3, 1,0, 1,5
2,14,2, 1,0, 1,5
2,14,2, 1,0, 1,-10
2,15,1, 1,0, 2,-5
2,15,-1, 1,0, 0,0
2,15,-1, 1,0, 1,0
2,16,0, 0,2, 2,-5
2,16,3, 0,2, 1,5
2,16,1, 0,2, 0,5
2,16,1, 0,2, 0,5
2,16,1, 0,2, 0,5
2,16,1, 0,2, 0,-10
2,17,3, 0,1, 2,5
2,17,3, 0,1, 1,5
2,17,2, 0,1, 1,5
2,17,2, 0,1, 1,5
2,17,2, 0,1, 1,5
2,17,2, 0,1, 1,10
2,18,3, 2,1, 2,5
2,18,3, 2,1, 1,5
2,18,-1, 2,1, 1,0
2,18,-1, 2,1, 1,-10
2,19,0, 3,1, 2,5
2,19,3, 3,1, 1,-5
2,19,0, 3,1, 0,5
2,19,-1, 3,1, 1,0
2,19,-1, 3,1, 1,10
2,20,0, 3,2, 2,5
2,20,2, 3,2, 1,-5
2,20,3, 3,2, 0,-10
2,20,-1, 3,2, 0,0
2,20,-1, 3,2, 1,-10
2,21,2, 1,0, 2,5
2,21,0, 1,0, 0,-5
2,21,1, 1,0, 1,-10
2,21,1, 1,0, 1,-15
2,21,1, 1,0, 1,-20
2,21,1, 1,0, 1,-10
2,22,1, 1,2, 2,-5
2,22,3, 1,2, 1,5
2,22,0, 1,2, 0,5
2,22,2, 1,2, 0,-10
2,22,3, 1,2, 1,5
2,22,3, 1,2, 0,-10
2,23,3, 2,1, 2,5
2,23,-1, 2,1, 0,0
2,23,-1, 2,1, 0,-10
2,24,3, 2,1, 2,5
2,24,-1, 2,1, 1,0
2,24,-1, 2,1, 1,0
2,25,0, 1,3, 2,5
2,25,0, 1,3, 0,5
2,25,-1, 1,3, 0,0
2,25,-1, 1,3, 0,0
2,26,-1, 0,2, 2,0
2,26,-1, 0,2, 1,10
2,27,2, 1,3, 2,5
2,27,0, 1,3, 0,5
2,27,0, 1,3, 0,5
2,27,0, 1,3, 0,5
2,27,3, 1,3, 0,-5
2,27,3, 1,3, 1,-10
2,28,2, 3,1, 2,5
2,28,1, 3,1, 0,-5
2,28,2, 3,1, 1,5
2,28,0, 3,1, 0,5
2,28,0, 3,1, 0,5
2,28,0, 3,1, 0,10
2,29,0, 3,0, 2,-5
2,29,0, 3,0, 0,-10
2,29,0, 3,0, 0,-15
2,29,0, 3,0, 0,-20
2,29,2, 3,0, 0,5
2,29,2, 3,0, 1,-10
2,30,-1, 2,0, 2,0
2,30,-1, 2,0, 0,-10
3,1,3, 3,0, 2,-5
3,1,2, 3,0, 1,5
3,1,0, 3,0, 0,-10
3,1,3, 3,0, 1,-15
3,1,3, 3,0, 1,-20
3,1,3, 3,0, 1,0
3,2,1, 1,0, 2,-5
3,2,1, 1,0, 1,-10
3,2,0, 1,0, 1,-15
3,2,0, 1,0, 1,-20
3,2,0, 1,0, 1,-25
3,2,0, 1,0, 1,-10
3,3,-1, 1,3, 2,0
3,3,-1, 1,3, 0,0
3,4,2, 2,0, 2,-5
3,4,2, 2,0, 1,-10
3,4,-1, 2,0, 1,0
3,4,-1, 2,0, 0,-10
3,5,0, 0,2, 2,-5
3,5,1, 0,2, 0,5
3,5,1, 0,2, 1,5
3,5,1, 0,2, 1,5
3,5,2, 0,2, 1,-10
3,5,2, 0,2, 0,10
3,6,1, 0,3, 2,5
3,6,-1, 0,3, 0,0
3,6,-1, 0,3, 0,0
3,7,3, 1,0, 2,5
3,7,2, 1,0, 0,5
3,7,2, 1,0, 0,5
3,7,0, 1,0, 0,-5
3,7,-1, 1,0, 1,0
3,7,-1, 1,0, 0,-10
3,8,-1, 3,1, 2,0
3,8,-1, 3,1, 0,-10
3,9,0, 1,0, 2,-5
3,9,2, 1,0, 1,5
3,9,1, 1,0, 0,-10
3,9,3, 1,0, 1,5
3,9,1, 1,0, 0,-15
3,9,1, 1,0, 1,10
3,10,2, 0,2, 2,-5
3,10,2, 0,2, 1,-10
3,10,2, 0,2, 1,-15
3,10,2, 0,2, 1,-20
3,10,1, 0,2, 1,5
3,10,1, 0,2, 0,0
3,11,3, 1,3, 2,-5
3,11,2, 1,3, 0,5
3,11,1, 1,3, 1,-10
3,11,3, 1,3, 0,-15
3,11,3, 1,3, 0,-20
3,11,3, 1,3, 0,10
3,12,-1, 0,3, 2,0
3,12,-1, 0,3, 1,0
3,13,1, 3,2, 2,5
3,13,3, 3,2, 1,-5
3,13,-1, 3,2, 0,0
3,13,-1, 3,2, 1,0
3,14,0, 0,1, 2,-5
3,14,2, 0,1, 0,5
3,14,-1, 0,1, 1,0
3,14,-1, 0,1, 1,0
3,15,3, 2,3, 2,-5
3,15,-1, 2,3, 0,0
3,15,-1, 2,3, 1,10
3,16,-1, 2,0, 2,0
3,16,-1, 2,0, 1,10
3,17,1, 0,1, 2,-5
3,17,2, 0,1, 0,5
3,17,1, 0,1, 1,-10
3,17,1, 0,1, 0,-15
3,17,1, 0,1, 0,-20
3,17,1, 0,1, 0,-10
3,18,2, 3,1, 2,5
3,18,1, 3,1, 1,-5
3,18,2, 3,1, 0,5
3,18,1, 3,1, 1,-10
3,18,2, 3,1, 0,5
3,18,2, 3,1, 1,0
3,19,0, 1,3, 2,5
3,19,3, 1,3, 1,-5
3,19,3, 1,3, 0,-10
3,19,3, 1,3, 0,-15
3,19,-1, 1,3, 0,0
3,19,-1, 1,3, 1,-10
3,20,0, 1,3, 2,5
3,20,-1, 1,3, 0,0
3,20,-1, 1,3, 0,10
3,21,2, 2,1, 2,-5
3,21,2, 2,1, 0,-10
3,21,2, 2,1, 0,-15
3,21,2, 2,1, 0,-20
3,21,2, 2,1, 0,-25
3,21,2, 2,1, 0,-10
3,22,-1, 3,0, 2,0
3,22,-1, 3,0, 1,0
3,23,3, 2,3, 2,-5
3,23,-1, 2,3, 0,0
3,23,-1, 2,3, 1,0
3,24,0, 3,2, 2,5
3,24,1, 3,2, 1,5
3,24,2, 3,2, 1,-5
3,24,-1, 3,2, 0,0
3,24,-1, 3,2, 1,-10
3,25,1, 0,3, 2,5
3,25,0, 0,3, 0,-5
3,25,0, 0,3, 1,-10
3,25,3, 0,3, 1,-15
3,25,1, 0,3, 1,5
3,25,1, 0,3, 0,0
3,26,-1, 0,3, 2,0
3,26,-1, 0,3, 1,0
3,27,1, 2,3, 2,5
3,27,1, 2,3, 1,5
3,27,1, 2,3, 1,5
3,27,1, 2,3, 1,5
3,27,1, 2,3, 1,5
3,27,1, 2,3, 1,10
3,28,0, 0,3, 2,-5
3,28,-1, 0,3, 0,0
3,28,-1, 0,3, 1,0
3,29,2, 2,1, 2,-5
3,29,2, 2,1, 1,-10
3,29,1, 2,1, 1,-15
3,29,-1, 2,1, 1,0
3,29,-1, 2,1, 0,0
3,30,3, 1,3, 2,-5
3,30,-1, 1,3, 0,0
3,30,-1, 1,3, 1,-10
4,1,3, 2,3, 2,-5
4,1,1, 2,3, 1,5
4,1,0, 2,3, 0,5
4,1,1, 2,3, 0,5
4,1,-1, 2,3, 0,0
4,1,-1, 2,3, 0,10
4,2,-1, 1,0, 2,0
4,2,-1, 1,0, 0,10
4,3,2, 0,2, 2,-5
4,3,2, 0,2, 1,-10
4,3,3, 0,2, 1,5
4,3,3, 0,2, 0,5
4,3,3, 0,2, 0,5
4,3,3, 0,2, 0,10
4,4,1, 3,0, 2,5
4,4,0, 3,0, 1,-5
4,4,-1, 3,0, 0,0
4,4,-1, 3,0, 1,-10
4,5,0, 3,2, 2,5
4,5,-1, 3,2, 1,0
4,5,-1, 3,2, 1,0
4,6,1, 3,2, 2,5
4,6,2, 3,2, 0,-5
4,6,2, 3,2, 1,-10
4,6,3, 3,2, 1,-15
4,6,3, 3,2, 1,-20
4,6,3, 3,2, 1,10
4,7,3, 2,1, 2,5
4,7,1, 2,1, 0,-5
4,7,1, 2,1, 1,-10
4,7,1, 2,1, 1,-15
4,7,1, 2,1, 1,-20
4,7,1, 2,1, 1,0
4,8,1, 1,3, 2,-5
4,8,-1, 1,3, 0,0
4,8,-1, 1,3, 1,10
4,9,0, 3,1, 2,5
4,9,0, 3,1, 0,5
4,9,0, 3,1, 0,5
4,9,2, 3,1, 0,5
4,9,2, 3,1, 0,5
4,9,2, 3,1, 0,10
4,10,2, 2,1, 2,-5
4,10,0, 2,1, 1,5
4,10,1, 2,1, 0,-10
4,10,-1, 2,1, 1,0
4,10,-1, 2,1, 0,-10
4,11,-1, 1,3, 2,0
4,11,-1, 1,3, 1,10
4,12,2, 1,0, 2,5
4,12,3, 1,0, 0,5
4,12,3, 1,0, 0,5
4,12,-1, 1,0, 0,0
4,12,-1, 1,0, 0,0
4,13,-1, 3,1, 2,0
4,13,-1, 3,1, 0,10
4,14,0, 1,2, 2,5
4,14,2, 1,2, 1,-5
4,14,0, 1,2, 0,5
4,14,0, 1,2, 1,5
4,14,2, 1,2, 1,-10
4,14,2, 1,2, 0,10
4,15,1, 2,0, 2,5
4,15,-1, 2,0, 0,0
4,15,-1, 2,0, 0,-10
4,16,-1, 3,1, 2,0
4,16,-1, 3,1, 0,10
4,17,2, 3,2, 2,-5
4,17,0, 3,2, 1,5
4,17,3, 3,2, 0,-10
4,17,-1, 3,2, 1,0
4,17,-1, 3,2, 0,-10
4,18,3, 3,1, 2,-5
4,18,0, 3,1, 0,5
4,18,0, 3,1, 1,5
4,18,0, 3,1, 1,5
4,18,-1, 3,1, 1,0
4,18,-1, 3,1, 1,-10
4,19,0, 2,3, 2,5
4,19,0, 2,3, 1,5
4,19,0, 2,3, 1,5
4,19,0, 2,3, 1,5
4,19,1, 2,3, 1,5
4,19,1, 2,3, 1,0
4,20,1, 2,0, 2,5
4,20,1, 2,0, 1,5
4,20,0, 2,0, 1,-5
4,20,3, 2,0, 0,5
4,20,0, 2,0, 1,-10
4,20,0, 2,0, 0,-10
4,21,0, 2,1, 2,5
4,21,-1, 2,1, 1,0
4,21,-1, 2,1, 1,-10
4,22,3, 0,2, 2,5
4,22,1, 0,2, 1,5
4,22,1, 0,2, 1,5
4,22,1, 0,2, 1,5
4,22,-1, 0,2, 1,0
4,22,-1, 0,2, 1,0
4,23,1, 2,3, 2,5
4,23,0, 2,3, 0,5
4,23,0, 2,3, 0,5
4,23,1, 2,3, 0,5
4,23,0, 2,3, 0,5
4,23,0, 2,3, 0,0
4,24,0, 0,1, 2,-5
4,24,0, 0,1, 0,-10
4,24,0, 0,1, 0,-15
4,24,2, 0,1, 0,5
4,24,3, 0,1, 1,5
4,24,3, 0,1, 1,-10
4,25,0, 3,0, 2,-5
4,25,1, 3,0, 0,5
4,25,-1, 3,0, 1,0
4,25,-1, 3,0, 1,-10
4,26,-1, 1,0, 2,0
4,26,-1, 1,0, 0,10
4,27,2, 0,1, 2,5
4,27,3, 0,1, 1,5
4,27,1, 0,1, 1,-5
4,27,-1, 0,1, 0,0
4,27,-1, 0,1, 1,0
4,28,3, 3,0, 2,-5
4,28,2, 3,0, 0,5
4,28,2, 3,0, 1,5
4,28,2, 3,0, 1,5
4,28,2, 3,0, 1,5
4,28,2, 3,0, 1,-10
4,29,2, 3,2, 2,-5
4,29,1, 3,2, 0,5
4,29,-1, 3,2, 1,0
4,29,-1, 3,2, 1,-10
4,30,1, 1,2, 2,-5
4,30,2, 1,2, 0,-10
4,30,2, 1,2, 0,-15
4,30,-1, 1,2, 0,0
4,30,-1, 1,2, 1,-10
5,1,-1, 0,2, 2,0
5,1,-1, 0,2, 1,-10
5,2,2, 2,0, 2,-5
5,2,-1, 2,0, 1,0
5,2,-1, 2,0, 0,-10
5,3,0, 0,1, 2,-5
5,3,-1, 0,1, 0,0
5,3,-1, 0,1, 1,10
5,4,3, 0,2, 2,5
5,4,2, 0,2, 1,-5
5,4,2, 0,2, 0,-10
5,4,3, 0,2, 0,5
5,4,2, 0,2, 1,-15
5,4,2, 0,2, 0,10
5,5,1, 3,1, 2,-5
5,5,1, 3,1, 1,-10
5,5,1, 3,1, 1,-15
5,5,1, 3,1, 1,-20
5,5,1, 3,1, 1,-25
5,5,1, 3,1, 1,-10
5,6,0, 3,1, 2,5
5,6,1, 3,1, 0,-5
5,6,3, 3,1, 1,-10
5,6,3, 3,1, 1,-15
5,6,3, 3,1, 1,-20
5,6,3, 3,1, 1,-10
5,7,-1, 0,2, 2,0
5,7,-1, 0,2, 0,-10
5,8,3, 3,1, 2,-5
5,8,-1, 3,1, 1,0
5,8,-1, 3,1, 0,10
5,9,1, 3,0, 2,5
5,9,-1, 3,0, 0,0
5,9,-1, 3,0, 0,0
5,10,2, 3,0, 2,5
5,10,3, 3,0, 0,-5
5,10,-1, 3,0, 1,0
5,10,-1, 3,0, 0,-10
5,11,1, 2,3, 2,5
5,11,2, 2,3, 1,-5
5,11,2, 2,3, 0,-10
5,11,1, 2,3, 0,5
5,11,0, 2,3, 1,5
5,11,0, 2,3, 1,10
5,12,3, 2,3, 2,-5
5,12,0, 2,3, 0,5
5,12,0, 2,3, 1,5
5,12,0, 2,3, 1,5
5,12,0, 2,3, 1,5
5,12,0, 2,3, 1,10
5,13,0, 0,1, 2,-5
5,13,-1, 0,1, 1,0
5,13,-1, 0,1, 0,-10
5,14,-1, 0,2, 2,0
5,14,-1, 0,2, 1,0
5,15,-1, 0,1, 2,0
5,15,-1, 0,1, 0,-10
5,16,2, 0,1, 2,5
5,16,2, 0,1, 1,5
5,16,0, 0,1, 1,-5
5,16,2, 0,1, 0,5
5,16,0, 0,1, 1,-10
5,16,0, 0,1, 0,10
5,17,3, 3,0, 2,-5
5,17,-1, 3,0, 0,0
5,17,-1, 3,0, 1,0
5,18,2, 2,1, 2,-5
5,18,1, 2,1, 0,-10
5,18,-1, 2,1, 0,0
5,18,-1, 2,1, 1,0
5,19,1, 2,0, 2,5
5,19,3, 2,0, 0,5
5,19,3, 2,0, 0,5
5,19,3, 2,0, 0,5
5,19,3, 2,0, 0,5
5,19,3, 2,0, 0,10
5,20,1, 2,0, 2,5
5,20,0, 2,0, 1,-5
5,20,2, 2,0, 0,-10
5,20,2, 2,0, 0,-15
5,20,2, 2,0, 0,-20
5,20,2, 2,0, 0,-10
5,21,-1, 0,1, 2,0
5,21,-1, 0,1, 0,0
5,22,1, 3,0, 2,5
5,22,2, 3,0, 1,5
5,22,2, 3,0, 1,5
5,22,2, 3,0, 1,5
5,22,3, 3,0, 1,-5
5,22,3, 3,0, 0,-10
5,23,0, 0,2, 2,-5
5,23,-1, 0,2, 0,0
5,23,-1, 0,2, 1,-10
5,24,1, 2,0, 2,5
5,24,3, 2,0, 1,5
5,24,0, 2,0, 1,-5
5,24,3, 2,0, 0,5
5,24,0, 2,0, 1,-10
5,24,0, 2,0, 0,10
5,25,2, 1,3, 2,5
5,25,2, 1,3, 1,5
5,25,-1, 1,3, 1,0
5,25,-1, 1,3, 1,0
5,26,3, 2,3, 2,-5
5,26,1, 2,3, 0,5
5,26,-1, 2,3, 1,0
5,26,-1, 2,3, 1,-10
5,27,-1, 0,3, 2,0
5,27,-1, 0,3, 0,0
5,28,2, 3,2, 2,-5
5,28,-1, 3,2, 1,0
5,28,-1, 3,2, 0,10
5,29,1, 0,3, 2,5
5,29,3, 0,3, 1,-5
5,29,0, 0,3, 0,-10
5,29,0, 0,3, 0,-15
5,29,3, 0,3, 0,-20
5,29,3, 0,3, 0,-10
5,30,-1, 3,0, 2,0
5,30,-1, 3,0, 0,0
6,1,2, 2,1, 2,-5
6,1,-1, 2,1, 1,0
6,1,-1, 2,1, 0,10
6,2,3, 2,1, 2,5
6,2,0, 2,1, 1,5
6,2,0, 2,1, 1,5
6,2,0, 2,1, 1,5
6,2,1, 2,1, 1,-5
6,2,1, 2,1, 0,0
6,3,1, 0,3, 2,5
6,3,1, 0,3, 0,5
6,3,0, 0,3, 0,-5
6,3,3, 0,3, 1,-10
6,3,2, 0,3, 1,5
6,3,2, 0,3, 0,10
6,4,0, 0,2, 2,-5
6,4,2, 0,2, 1,-10
6,4,-1, 0,2, 1,0
6,4,-1, 0,2, 0,10
6,5,-1, 2,0, 2,0
6,5,-1, 2,0, 1,10
6,6,1, 0,3, 2,5
6,6,1, 0,3, 1,5
6,6,1, 0,3, 1,5
6,6,1, 0,3, 1,5
6,6,1, 0,3, 1,5
6,6,1, 0,3, 1,-10
6,7,0, 3,2, 2,5
6,7,3, 3,2, 1,-5
6,7,2, 3,2, 0,-10
6,7,3, 3,2, 0,-15
6,7,3, 3,2, 0,-20
6,7,3, 3,2, 0,-10
6,8,1, 0,3, 2,5
6,8,1, 0,3, 0,5
6,8,1, 0,3, 0,5
6,8,-1, 0,3, 0,0
6,8,-1, 0,3, 0,-10
6,9,3, 1,0, 2,5
6,9,1, 1,0, 0,-5
6,9,-1, 1,0, 1,0
6,9,-1, 1,0, 0,-10
6,10,2, 1,0, 2,5
6,10,2, 1,0, 1,5
6,10,0, 1,0, 1,-5
6,10,-1, 1,0, 0,0
6,10,-1, 1,0, 1,0
6,11,-1, 2,1, 2,0
6,11,-1, 2,1, 1,-10
6,12,3, 2,3, 2,-5
6,12,3, 2,3, 1,-10
6,12,3, 2,3, 1,-15
6,12,3, 2,3, 1,-20
6,12,1, 2,3, 1,5
6,12,1, 2,3, 0,10
6,13,0, 0,3, 2,-5
6,13,-1, 0,3, 0,0
6,13,-1, 0,3, 1,10
6,14,-1, 3,2, 2,0
6,14,-1, 3,2, 1,10
6,15,2, 2,3, 2,-5
6,15,1, 2,3, 1,5
6,15,2, 2,3, 0,-10
6,15,1, 2,3, 1,5
6,15,2, 2,3, 0,-15
6,15,2, 2,3, 1,0
6,16,-1, 3,2, 2,0
6,16,-1, 3,2, 0,10
6,17,0, 3,2, 2,5
6,17,0, 3,2, 1,5
6,17,0, 3,2, 1,5
6,17,1, 3,2, 1,5
6,17,1, 3,2, 1,5
6,17,1, 3,2, 1,10
6,18,1, 0,1, 2,-5
6,18,1, 0,1, 1,-10
6,18,-1, 0,1, 1,0
6,18,-1, 0,1, 0,-10
6,19,3, 1,0, 2,5
6,19,2, 1,0, 1,5
6,19,0, 1,0, 1,-5
6,19,-1, 1,0, 0,0
6,19,-1, 1,0, 1,-10
6,20,0, 2,0, 2,-5
6,20,-1, 2,0, 0,0
6,20,-1, 2,0, 1,0
6,21,-1, 1,2, 2,0
6,21,-1, 1,2, 0,-10
6,22,0, 2,3, 2,5
6,22,-1, 2,3, 0,0
6,22,-1, 2,3, 0,10
6,23,3, 0,3, 2,-5
6,23,-1, 0,3, 1,0
6,23,-1, 0,3, 0,-10
6,24,1, 2,3, 2,5
6,24,2, 2,3, 1,-5
6,24,-1, 2,3, 0,0
6,24,-1, 2,3, 1,10
6,25,-1, 2,3, 2,0
6,25,-1, 2,3, 0,-10
6,26,1, 2,3, 2,5
6,26,3, 2,3, 1,-5
6,26,1, 2,3, 0,5
6,26,3, 2,3, 1,-10
6,26,-1, 2,3, 0,0
6,26,-1, 2,3, 1,10
6,27,1, 3,1, 2,-5
6,27,-1, 3,1, 0,0
6,27,-1, 3,1, 1,-10
6,28,2, 3,2, 2,-5
6,28,1, 3,2, 1,5
6,28,0, 3,2, 0,5
6,28,1, 3,2, 0,5
6,28,1, 3,2, 0,5
6,28,1, 3,2, 0,10
6,29,3, 1,0, 2,5
6,29,1, 1,0, 0,-5
6,29,0, 1,0, 1,-10
6,29,1, 1,0, 1,-15
6,29,-1, 1,0, 1,0
6,29,-1, 1,0, 0,-10
6,30,2, 0,2, 2,-5
6,30,1, 0,2, 1,5
6,30,0, 0,2, 0,-10
6,30,2, 0,2, 1,-15
6,30,2, 0,2, 1,-20
6,30,2, 0,2, 1,-10
7,1,1, 0,3, 2,5
7,1,3, 0,3, 0,-5
7,1,2, 0,3, 1,5
7,1,3, 0,3, 0,-10
7,1,-1, 0,3, 1,0
7,1,-1, 0,3, 0,-10
7,2,2, 3,0, 2,5
7,2,1, 3,0, 0,5
7,2,1, 3,0, 0,5
7,2,0, 3,0, 0,-5
7,2,3, 3,0, 1,-10
7,2,3, 3,0, 1,-10
7,3,3, 1,3, 2,-5
7,3,-1, 1,3, 0,0
7,3,-1, 1,3, 1,-10
7,4,0, 3,2, 2,5
7,4,2, 3,2, 1,-5
7,4,2, 3,2, 0,-10
7,4,2, 3,2, 0,-15
7,4,2, 3,2, 0,-20
7,4,2, 3,2, 0,-10
7,5,-1, 2,0, 2,0
7,5,-1, 2,0, 1,10
7,6,1, 3,0, 2,5
7,6,-1, 3,0, 0,0
7,6,-1, 3,0, 0,-10
7,7,2, 3,0, 2,5
7,7,1, 3,0, 1,5
7,7,0, 3,0, 1,-5
7,7,1, 3,0, 0,5
7,7,0, 3,0, 1,-10
7,7,0, 3,0, 0,10
7,8,1, 2,3, 2,5
7,8,-1, 2,3, 1,0
7,8,-1, 2,3, 1,0
7,9,3, 1,3, 2,-5
7,9,3, 1,3, 1,-10
7,9,3, 1,3, 1,-15
7,9,3, 1,3, 1,-20
7,9,3, 1,3, 1,-25
7,9,3, 1,3, 1,-10
7,10,-1, 1,3, 2,0
7,10,-1, 1,3, 1,0
7,11,0, 1,3, 2,5
7,11,-1, 1,3, 0,0
7,11,-1, 1,3, 0,0
7,12,1, 2,1, 2,-5
7,12,1, 2,1, 1,-10
7,12,2, 2,1, 1,-15
7,12,1, 2,1, 1,-20
7,12,1, 2,1, 1,-25
7,12,1, 2,1, 1,-10
7,13,2, 1,0, 2,5
7,13,0, 1,0, 1,-5
7,13,1, 1,0, 0,-10
7,13,1, 1,0, 0,-15
7,13,0, 1,0, 0,-20
7,13,0, 1,0, 0,-10
7,14,-1, 0,1, 2,0
7,14,-1, 0,1, 1,0
7,15,3, 3,0, 2,-5
7,15,-1, 3,0, 1,0
7,15,-1, 3,0, 0,0
